path,canonicalPath,wpId,wpType,wpStatus,template,authoritativeField,scopeRoles,sources,archetype,targetOwner,disposition,dependencyCount
/clients/example-csp/,/clients/example-csp/,7745,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/fis/,/clients/fis/,10635,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[3]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/forrs/,/clients/forrs/,7816,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/gfi/,/clients/gfi/,8766,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[10]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/gme/,/clients/gme/,8611,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/griffin-markets/,/clients/griffin-markets/,4446,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[11]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/hartree/,/clients/hartree/,8563,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[12]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/hedgefacts/,/clients/hedgefacts/,11529,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[4]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/hitachi-energy/,/clients/hitachi-energy/,10636,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[5]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/icap/,/clients/icap/,4445,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[13]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/ice-endex/,/clients/ice-endex/,8615,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/icis/,/clients/icis/,7826,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/ignite/,/clients/ignite/,10637,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[6]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/in-commodities/,/clients/in-commodities/,8564,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[14]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/innovez/,/clients/innovez/,10643,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/ion-aspect/,/clients/ion-aspect/,10680,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[7]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/ion-triplepoint/,/clients/ion-triplepoint/,10683,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[8]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/ipesoft-spol-s-r-o/,/clients/ipesoft-spol-s-r-o/,10647,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[7]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/irisium/,/clients/irisium/,7832,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/kisters-belvis-pfm/,/clients/kisters-belvis-pfm/,10615,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[10]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/kisters/,/clients/kisters/,10609,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[11]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0].category.specific[2]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/lead-consult/,/clients/lead-consult/,10630,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0].category.specific[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/marex-spectron/,/clients/marex-spectron/,3098,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[15]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/mercuria/,/clients/mercuria/,8562,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[16]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/mibgas/,/clients/mibgas/,8613,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/microstep-hdo-xenergie/,/clients/microstep-hdo-xenergie/,10639,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[8]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/molecule/,/clients/molecule/,7824,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0].category.specific[3]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/nasdaq-trade-surveillance/,/clients/nasdaq-trade-surveillance/,7833,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0].category.specific[4]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/nodal-exchange/,/clients/nodal-exchange/,8618,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/omip/,/clients/omip/,8080,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/omv/,/clients/omv/,8565,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[17]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/opcom/,/clients/opcom/,8621,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,2
/clients/openlink/,/clients/openlink/,7825,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[9]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/orchestrade/,/clients/orchestrade/,10686,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[4].columns[1].components[0].category.specific[12]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/otcex/,/clients/otcex/,8767,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[18]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/phinergy/,/clients/phinergy/,10640,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.10490.acf.sections_new[9].components[2].category.specific[9]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,0
/clients/romanian-commodities-exchange-brm/,/clients/romanian-commodities-exchange-brm/,8614,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/rwe/,/clients/rwe/,8561,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[19]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/scila-risk/,/clients/scila-risk/,10617,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0].category.specific[5]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/sefe-2/,/clients/sefe-2/,8571,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/sefe/,/clients/sefe/,8550,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[25]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/shell/,/clients/shell/,8572,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[20]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/tfs/,/clients/tfs/,8768,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[21]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/the-voluntary-climate-marketplace-tvcm/,/clients/the-voluntary-climate-marketplace-tvcm/,8619,clients,publish,unknown,all-acf-fields,component-listing,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/tokyo-commodity-exchange-tocom/,/clients/tokyo-commodity-exchange-tocom/,8620,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[22]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/tradition/,/clients/tradition/,3097,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[23]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
/clients/tullet-prebon/,/clients/tullet-prebon/,4442,clients,publish,unknown,all-acf-fields,component-listing|post-reference,posts.10490.acf.sections_new[4].columns[1].components[0]|posts.10490.acf.sections_new[5].columns[1].components[0]|posts.10490.acf.sections_new[6].columns[1].components[0]|posts.10490.acf.sections_new[7].columns[1].components[0]|posts.10490.acf.sections_new[8].columns[1].components[0]|posts.10490.acf.sections_new[9].components[2]|posts.1898.acf.sections_new[8].components[2]|posts.1898.acf.sections_new[8].components[2].category.specific[24]|posts.1940.acf.sections_new[4].columns[0].components[1],unknown:clients,unresolved,dependency-only,1
